epoch,train_loss,dev_loss,dev_f1_micro,dev_f1_macro
1,1.0845884200710578,0.8915414810180664,0.25336927223719674,0.317592007955529
2,0.8674516953877954,0.7812085449695587,0.3161764705882353,0.33592551225371176
3,0.741465604545286,0.591338038444519,0.368,0.40485839484695324
4,0.636149065606546,0.5146362632513046,0.40336134453781514,0.4612110365639533
5,0.559282207248995,0.4149862453341484,0.4519230769230769,0.5105732226467983
6,0.511097690603077,0.4313158392906189,0.5161290322580645,0.5566802889457352
7,0.44071468550886883,0.41090141236782074,0.5783132530120482,0.6070017801568603
8,0.40068998622814284,0.2937197834253311,0.5875,0.6300077287693387
9,0.3681211022522626,0.20580890029668808,0.6490066225165563,0.6910112021074588
10,0.3330513880956893,0.23614026233553886,0.6438356164383562,0.6807930037876563
11,0.2988364218965473,0.2536570131778717,0.7218045112781954,0.7406704406704406
12,0.26087252650684956,0.14367152750492096,0.7804878048780488,0.8067008155243449
13,0.2424959799387311,0.14950520545244217,0.7445255474452555,0.7785675522132159
14,0.20027305818344124,0.16945892944931984,0.7903225806451613,0.8263380691610357
15,0.18247908571322494,0.10655739158391953,0.7727272727272727,0.7828812601539874
16,0.1586202394667288,0.1437034159898758,0.8771929824561403,0.9055162009707464
17,0.14295692166826068,0.027521095238626003,0.9107142857142857,0.9206954661500116
18,0.12851913583358662,0.09262634068727493,0.9090909090909091,0.9271199388846447
19,0.10911169476907125,0.025138751603662968,0.9272727272727272,0.9450549450549451
20,0.08963568335486538,0.01864599622786045,0.9532710280373832,0.9634289155820256
21,0.07930111353154351,0.005710641897167079,0.9714285714285714,0.975912975912976
22,0.06779089586921787,0.029741750564426184,0.9532710280373832,0.9603209124740225
23,0.065648243393774,0.02946923628769582,0.9523809523809523,0.9548311165958225
24,0.045829407023828504,0.0063202366000041366,0.9714285714285714,0.974825174825175
25,0.04438254159200161,0.003555596631485969,0.9714285714285714,0.974825174825175
26,0.02961348413783532,0.06182064226595685,0.9615384615384616,0.9694775812422872
27,0.03078566989630942,0.0002528069344407413,1.0,1.0
28,0.021546023703475588,0.0007396215914923232,1.0,1.0
29,0.021138305302639805,0.00012313252136664232,1.0,1.0
30,0.016553747822607136,0.0001950765490619233,1.0,1.0
31,0.014898637514422733,1.7217028471350204e-05,1.0,1.0
32,0.009590510152099262,3.924181510228664e-05,1.0,1.0
33,0.0057733156163827124,0.00010679522142709175,1.0,1.0
34,0.0048801574751713445,1.5169864127528854e-05,1.0,1.0
35,0.004779251767970909,1.7647526192376972e-05,1.0,1.0
36,0.007041880905215282,2.3438137759512756e-05,1.0,1.0
37,0.005147326438229308,5.397015002017724e-06,1.0,1.0
38,0.003127187399281835,3.4444425409674295e-06,1.0,1.0
39,0.004431688024204587,3.2664376021784847e-06,1.0,1.0
40,0.0029194032593283354,3.0908192911738297e-06,1.0,1.0
