epoch,train_loss,dev_loss,dev_f1_micro,dev_f1_macro
1,0.3854611560584992,0.24971254616975785,0.16785544460294816,0.008628869981699419
2,0.3004897368235851,0.24733886122703552,0.17483506126295947,0.008950532700325782
3,0.2925365523794505,0.24713205844163894,0.16945925361766945,0.010730329794753211
4,0.28698841992795,0.24001775085926055,0.17962067683153587,0.010544089259100022
5,0.28366198619519634,0.2457181215286255,0.17816335167160388,0.01018706165906584
6,0.28156184985881716,0.23884008228778839,0.18109743375756313,0.010642614730076683
7,0.27796558883246475,0.24704059958457947,0.18484769591252279,0.010397872514048112
8,0.27712292124436594,0.2399476796388626,0.1753538142906455,0.010467931061333473
9,0.2749330058811218,0.24320346862077713,0.19062570082978247,0.012522587429564929
10,0.27197703109012816,0.2417030394077301,0.1821954762398838,0.012310537752611615
11,0.2710164806504888,0.24495973736047744,0.1760578354241973,0.010499383994331039
12,0.26961684332588526,0.24012175798416138,0.17904993909866018,0.011957252449913417
13,0.2670500223326871,0.24649816304445266,0.18274111675126903,0.011235988370347746
14,0.2644487364789632,0.24182601422071456,0.18654173764906304,0.012040387010514297
15,0.26174942726694694,0.23968416303396226,0.18748734561652156,0.01230708187063162
16,0.26095731204419625,0.246700257062912,0.18343949044585986,0.01129587863212073
17,0.2582762844449892,0.25353111773729325,0.18129938542581212,0.011601240374803524
18,0.25515522625971965,0.24674659520387648,0.18339236521054703,0.012751743141192064
19,0.2539490679586966,0.24874621331691743,0.18074581430745815,0.013235211848138155
20,0.2517844392793385,0.25339742451906205,0.19160926737633063,0.01294798845770304
21,0.2491405932452735,0.25411161631345747,0.1854059609455293,0.013296567054435065
22,0.24670569528275588,0.2570603311061859,0.18707346447209955,0.0143635304519348
23,0.24524766312340113,0.26096643656492235,0.18441182551168078,0.0153360429544545
24,0.243407571174967,0.2666997253894806,0.19240953221535745,0.013971518684882358
25,0.24071671760927035,0.2676053434610367,0.186487055356767,0.01420421480824584
26,0.2385237566598757,0.2662132039666176,0.18297960024726972,0.014708681029396832
27,0.2351299703825177,0.26368076503276827,0.18027613412228796,0.015160983971441342
28,0.2337293336241264,0.2675354078412056,0.17921146953405018,0.01488395330535758
29,0.23054401130657495,0.28473262339830396,0.18262523779327838,0.014030293133888315
30,0.22888739712125672,0.29512243121862414,0.18369175627240145,0.015278640174751541
31,0.2280364162105275,0.2849776417016983,0.18258843465367508,0.014881746981920964
32,0.22539899023029747,0.29416909664869306,0.18325642715886617,0.01362320805556156
33,0.22290508824539937,0.2872568920254707,0.17533432392273401,0.014795973386488049
34,0.22152346513402743,0.31547075510025024,0.17190305206463197,0.01344874641463157
35,0.2203570533925154,0.2933640033006668,0.1799916282963583,0.015053569010296168
36,0.21761848736466385,0.28792369812726976,0.1760130986492018,0.01409385603069461
37,0.21581937536949247,0.2932785481214523,0.17480314960629922,0.016374061507091427
38,0.2131184565387373,0.2891440063714981,0.17386138613861385,0.015414946098096962
39,0.21087644243334222,0.29640485495328905,0.17410714285714285,0.014297573208096869
40,0.2103043008507706,0.30824326276779174,0.18000847098686998,0.014792039673284473
41,0.209070118393485,0.3110459461808205,0.18710382513661203,0.016304565520280166
42,0.20657650586657636,0.3148980692028999,0.1803938174888842,0.016334619533166308
43,0.20549327833211328,0.303200963139534,0.17709374375374776,0.015808309837292103
44,0.20394318838288464,0.31724370270967484,0.18116554054054054,0.01593038096654731
45,0.20221723393192442,0.31435257494449614,0.17804878048780487,0.016701766898383246
46,0.20148655619677597,0.3191011607646942,0.17794486215538846,0.016269575666291336
47,0.20074396439659314,0.322689551115036,0.17986972052952302,0.016203490164855044
48,0.19914683605742267,0.3189489170908928,0.18000415713988777,0.01634801604943734
49,0.19943218531571036,0.33228821605443953,0.1813893653516295,0.016237291072299855
50,0.19867382662033473,0.32576555460691453,0.17650740663467557,0.016081410757102763
51,0.19826142184846984,0.32945127338171004,0.17782426778242677,0.016909673674199203
52,0.1986496298331914,0.32729071378707886,0.17755443886097153,0.0161229437464518
53,0.1964926142392196,0.334174869954586,0.1771343410687673,0.015595153544628086
54,0.19548486390217082,0.33459423631429674,0.1760846560846561,0.016317465780912584
55,0.19627579899988776,0.33154851347208025,0.1778247096092925,0.01740338585926488
56,0.19518854709591452,0.33235605955123904,0.17763713080168778,0.01669611012004344
57,0.19546186877047922,0.3341892212629318,0.17754237288135594,0.01652164169804316
58,0.195713301460574,0.3318309038877487,0.17726315789473684,0.01655391343438539
59,0.19511231357657063,0.33241240829229357,0.17710309930423782,0.016651955468486506
60,0.1953582801804768,0.3324778154492378,0.17668142525827535,0.01663184274471474
