gloss,precision,recall,f1-score,support
GO,0.4,0.2857142857142857,0.3333333333333333,14.0
GOOD,0.25,0.1,0.14285714285714285,20.0
HELLO,0.6666666666666666,0.6666666666666666,0.6666666666666666,12.0
KNOW,0.5714285714285714,0.8,0.6666666666666666,20.0
NON_DETECTION,0.3090909090909091,0.8095238095238095,0.4473684210526316,21.0
ONE,0.15384615384615385,0.18181818181818182,0.16666666666666666,22.0
READY,0.6086956521739131,0.4666666666666667,0.5283018867924528,30.0
THINK,0.6428571428571429,0.6923076923076923,0.6666666666666666,26.0
TIME,0.6666666666666666,0.7,0.6829268292682927,20.0
WHAT,0.6666666666666666,0.5,0.5714285714285714,12.0
YES,0.36363636363636365,0.46153846153846156,0.4067796610169492,26.0
micro avg,0.45454545454545453,0.515695067264574,0.4831932773109244,223.0
macro avg,0.48177770845755036,0.5149305240214331,0.47996931931054904,223.0
weighted avg,0.47384363215909325,0.515695067264574,0.47620128669045336,223.0
samples avg,0.4663677130044843,0.515695067264574,0.48281016442451413,223.0
