epoch,train_loss,dev_loss,dev_f1_micro,dev_f1_macro
1,0.5144229026760642,0.3817694276571274,0.18181818181818182,0.020456068512449677
2,0.4395100992964947,0.38826671838760374,0.16628908019936564,0.01923711417495654
3,0.4283684912159687,0.37669258415699003,0.18908941755537326,0.018244590052455177
4,0.4242813070928018,0.390162980556488,0.16956405456004278,0.0193069631648337
5,0.4184512027839976,0.3834661602973938,0.1651792957975012,0.0191614855265129
6,0.4143303550603821,0.3830161541700363,0.1650420168067227,0.020806446912621603
7,0.41350195867808787,0.3788416415452957,0.18295385855329438,0.02026611707403341
8,0.409810727271508,0.3791156023740768,0.1732776617954071,0.02181987169296133
9,0.4055578091482478,0.37613691985607145,0.17620803415486125,0.020048509061697025
10,0.40312524456677473,0.3813552498817444,0.18446804080782844,0.021154490729178358
11,0.4008556271162559,0.3739058405160904,0.1847934544003193,0.02122779766753386
12,0.39657684221981077,0.3786886990070343,0.17819198508853681,0.021836926662615913
13,0.3941511206739531,0.37820844948291776,0.18651190714428656,0.02335768145532019
14,0.3927447181048356,0.3767818629741669,0.18346923647146035,0.023169759622248903
15,0.39301313542005584,0.3814963549375534,0.1840277777777778,0.02278294105784717
16,0.38918526200797615,0.38417673110961914,0.18043350908025776,0.022070141273792677
17,0.38499489567411227,0.3856954455375671,0.19328454584588894,0.024878899715858122
18,0.3824104952999926,0.4069134533405304,0.19228982814677195,0.024405982281585806
19,0.38152216644737663,0.39623763263225553,0.18575593502707205,0.023452841779387206
20,0.3793785694077259,0.3959551751613617,0.19093988145639287,0.022038594326853973
21,0.3762117028236389,0.3908701688051224,0.18273913890512372,0.024010982572632913
22,0.3727872007944453,0.4125721573829651,0.18838103374626228,0.02412600478409763
23,0.36972213624499917,0.40896169245243075,0.18713692946058091,0.025670105070842497
24,0.36710718532246867,0.38996063768863676,0.18540910923014914,0.024405213666680164
25,0.36521577741217426,0.4069357544183731,0.19047619047619047,0.0246942088846003
26,0.36219163978193686,0.4142739921808243,0.1853763440860215,0.029660324837884684
27,0.3586200830035322,0.4156645506620407,0.18849906580859457,0.026157792647718437
28,0.3560217166040826,0.415618833899498,0.1910136748426308,0.02604164219845614
29,0.3539415518129904,0.4460913360118866,0.1877679981945385,0.02413350215172052
30,0.350438532514835,0.42243693470954896,0.19193020719738277,0.02675218450980916
31,0.3472926211873377,0.4229501008987427,0.19220231822971548,0.026975672624913006
32,0.34286616214617033,0.44810281991958617,0.2003634711494775,0.0282466918781737
33,0.3421993268521752,0.4394940882921219,0.19284802043422733,0.029403388616887613
34,0.3385130542469776,0.4306710630655289,0.19539014590822584,0.03075070257357543
35,0.3372942581186144,0.4371777355670929,0.19770895205770048,0.03192808297999029
36,0.3337444685340866,0.44809877276420595,0.19601837672281777,0.02919518993686414
37,0.33283267129124616,0.4739020109176636,0.1831453218314532,0.026841533441658395
38,0.3300270016972474,0.45840132236480713,0.18777567737870196,0.03179766221600661
39,0.3268429889219014,0.4591129183769226,0.19216020451640392,0.02825423471713684
40,0.3242192989963246,0.47566767036914825,0.19229103508012127,0.03045584522572983
41,0.3197615402420675,0.47414974868297577,0.19043606488308407,0.027234260253572437
42,0.3202566214668469,0.4799611359834671,0.1869883670831538,0.0309586372367681
43,0.3185870031437536,0.4890513151884079,0.1889420983892033,0.028714004272134948
44,0.3159312000424843,0.49192988872528076,0.1892361111111111,0.028449640030579315
45,0.3150195290488521,0.49093994200229646,0.1888393804370889,0.0324399305656205
46,0.3135879918580919,0.4951030075550079,0.18927862342819324,0.027081536005246595
47,0.3106609200398753,0.5020127713680267,0.18615751789976134,0.029598072806645725
48,0.3102809455920392,0.5044651746749877,0.1831107281344248,0.027907928279097483
49,0.3091049383240422,0.5027759283781051,0.18723221936589546,0.027275272185153524
50,0.30767276460730186,0.5112870693206787,0.18281696330476818,0.02787378437770261
51,0.3062017970667111,0.5138567894697189,0.18304936653560508,0.02837801938379111
52,0.3060837691928458,0.5213717818260193,0.1814178775869661,0.027343837763403014
53,0.3034732047263093,0.5182670563459396,0.1806282722513089,0.024904011870313304
54,0.30416318574758966,0.5193216502666473,0.18320278503046128,0.025274971262360005
55,0.30299314973861213,0.5301886379718781,0.18389773491814307,0.02830935241222331
56,0.3030973913397376,0.5259990155696869,0.18298059964726632,0.02802281192106807
57,0.30328139029149936,0.5213146954774857,0.18348224013946393,0.028036799334549178
58,0.30417368684228013,0.5230327159166336,0.1823761508110478,0.0280044486244847
59,0.30494840677798263,0.52387256026268,0.1834983498349835,0.028204376276972788
60,0.30232630939934196,0.5240495383739472,0.1831792162043153,0.028105078706565402
