epoch,train_loss,dev_loss,dev_f1_micro,dev_f1_macro
1,1.0824236768977087,0.8324539462725321,0.3756345177664975,0.4237445137982222
2,0.8763482066473567,0.7390107015768687,0.4393063583815029,0.49080220142833575
3,0.7293999807951146,0.5299330949783325,0.583941605839416,0.6062809266756635
4,0.6413767893511549,0.4912998576958974,0.5379310344827586,0.5557943612227499
5,0.5593360134757551,0.6502652615308762,0.592,0.584394771894772
6,0.5386707518333779,0.3188175559043884,0.6774193548387096,0.7086498958557783
7,0.4747172092136584,0.38241081933180493,0.6776859504132231,0.7235925022689729
8,0.4445693932641718,0.3588370482126872,0.6386554621848739,0.7012318349005655
9,0.3959283011692359,0.21383106211821237,0.7706422018348624,0.7956837606837607
10,0.37336215074349166,0.21870613594849905,0.7692307692307693,0.7856060606060606
11,0.33462771694911153,0.21024220188458762,0.7706422018348624,0.8064829614829614
12,0.31692640920330706,0.14841442803541818,0.8,0.8220057720057719
13,0.2833946121058294,0.13011629382769266,0.82,0.8473609723609725
14,0.2713560016503684,0.13365692645311356,0.7924528301886793,0.8141758241758243
15,0.25108246417029906,0.05999354397257169,0.9032258064516129,0.9188339438339439
16,0.2319991794323787,0.1346819524963697,0.82,0.8508180708180708
17,0.21670719981543662,0.08325934906800588,0.8842105263157894,0.9093040293040294
18,0.19168823851006372,0.06390353664755821,0.9333333333333333,0.9515262515262517
19,0.195070690569937,0.0562517282863458,0.8936170212765957,0.908021978021978
20,0.16179762776114776,0.026133269537240267,0.9655172413793104,0.9655122655122655
21,0.15555598827155964,0.026461641614635784,0.9545454545454546,0.9690476190476192
22,0.149024113515546,0.011957624306281408,0.9767441860465116,0.9780219780219781
23,0.1502688153475327,0.039993113527695336,0.9333333333333333,0.9484848484848485
24,0.1485304689994152,0.043133326495687165,0.9230769230769231,0.9340825840825842
25,0.10766244695444864,0.0120883917552419,0.9655172413793104,0.9727272727272727
26,0.13460852087926578,0.0034891921871652207,1.0,1.0
27,0.10296760462027403,0.011204955944170555,0.9545454545454546,0.9623376623376624
28,0.09275673972784114,0.001368605313473381,1.0,1.0
29,0.07744641939378444,0.0002507045865058899,1.0,1.0
30,0.07182556426359815,0.0004979034323090067,1.0,1.0
31,0.052941208230604525,0.0001617430632450123,1.0,1.0
32,0.06719485596362287,0.00030333584390973556,1.0,1.0
33,0.0711000375642019,0.00025532051222398877,1.0,1.0
34,0.05345302778448598,1.444211000271404e-05,1.0,1.0
35,0.050110286306420664,0.00020635800532176063,1.0,1.0
36,0.06092377611182023,0.0003611619833492341,1.0,1.0
37,0.029973368738971242,0.0016944104512811957,0.9882352941176471,0.9857142857142858
38,0.04928048495989358,8.366574574480978e-06,1.0,1.0
39,0.03420643923232135,1.3611362874144106e-05,1.0,1.0
40,0.02623658863121237,2.261154178029301e-05,1.0,1.0
41,0.014564814585745524,1.2474145710446767e-06,1.0,1.0
42,0.030748895969859445,3.6834561617145787e-06,1.0,1.0
43,0.012146555188841626,5.9470157462252855e-06,1.0,1.0
44,0.016533446730058497,1.498628604916045e-07,1.0,1.0
45,0.007932062404009664,1.1592284015667549e-06,1.0,1.0
46,0.01842377720634798,4.556025963076138e-05,1.0,1.0
47,0.006374491887717126,8.279340590888751e-08,1.0,1.0
48,0.00997605102523965,1.2776696773168321e-06,1.0,1.0
49,0.00835058929078446,6.33197020742197e-08,1.0,1.0
50,0.0039492338378080746,1.9579277932280093e-07,1.0,1.0
51,0.013994970364049368,7.683332636787554e-09,1.0,1.0
52,0.008990486917536742,7.616447916802827e-09,1.0,1.0
53,0.008507131787127998,2.4505325768586772e-08,1.0,1.0
54,0.006062233622168595,3.64280487256489e-09,1.0,1.0
55,0.005941415636807706,3.64280487256489e-09,1.0,1.0
56,0.003378684683764849,3.64280487256489e-09,1.0,1.0
57,0.007748589940216186,1.986821522118968e-09,1.0,1.0
58,0.005825700839036617,0.0,1.0,1.0
59,0.00980678626377524,0.0,1.0,1.0
60,0.005743069614869403,0.0,1.0,1.0
